,unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,descriptor_2,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,facility_type,status,due_date,resolution_description,resolution_action_updated_date,community_board,council_district,police_precinct,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,vehicle_type,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,latitude,longitude,location
476,69389689,2026-06-17T23:39:00.000,,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),NV1,,10314.0,77 TODT HILL ROAD,TODT HILL ROAD,WINDSOR RD,REON AVE,,,ADDRESS,STATEN ISLAND,,,Open,,,,01 STATEN ISLAND,49.0,Precinct 120,5006940039.0,STATEN ISLAND,951278.0,161951.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.61113312359261,-74.11875367645801,POINT (-74.118753676458 40.611133123593)
477,69398984,2026-06-17T23:38:50.000,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,,Street/Sidewalk,10462.0,1719 HUNT AVENUE,HUNT AVENUE,VAN NEST AVENUE,MORRIS PARK AVENUE,VAN NEST AVENUE,MORRIS PARK AVENUE,ADDRESS,BRONX,HUNT AVENUE,,In Progress,,,,11 BRONX,13.0,Precinct 49,2040330017.0,BRONX,1021649.0,246930.0,MOBILE,Unspecified,BRONX,,,,,,,,40.84436174775041,-73.86482954765508,POINT (-73.864829547655 40.84436174775)
478,69398592,2026-06-17T23:38:27.000,2026-06-18T01:24:41.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,,Street/Sidewalk,10128.0,172 EAST 89 STREET,EAST 89 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST 89 STREET,,Closed,,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-18T01:24:47.000,08 MANHATTAN,5.0,Precinct 19,1015170040.0,MANHATTAN,997181.0,223839.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7810531303044,-73.95330819966472,POINT (-73.953308199665 40.781053130304)
479,69399833,2026-06-17T23:38:24.000,2026-06-18T00:05:19.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,,Residential Building/House,10031.0,620 WEST 141 STREET,WEST 141 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST 141 STREET,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that police action was not necessary. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-18T00:05:22.000,09 MANHATTAN,7.0,Precinct 30,1020880043.0,MANHATTAN,997264.0,239545.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.82416166479311,-73.95297805704422,POINT (-73.952978057044 40.824161664793)
480,69391423,2026-06-17T23:38:04.000,2026-06-18T00:31:28.000,NYPD,New York City Police Department,Blocked Driveway,No Access,,Street/Sidewalk,10462.0,1711 COLDEN AVENUE,COLDEN AVENUE,VAN NEST AVENUE,MORRIS PARK AVENUE,VAN NEST AVENUE,MORRIS PARK AVENUE,ADDRESS,BRONX,COLDEN AVENUE,,Closed,,"The New York City Police Department responded to the complaint and observed no criminal violation upon their arrival. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-18T00:31:31.000,11 BRONX,13.0,Precinct 49,2041010120.0,BRONX,1024231.0,247920.0,MOBILE,Unspecified,BRONX,,,,,,,,40.847067690043815,-73.85549159063306,POINT (-73.855491590633 40.847067690044)
481,69399509,2026-06-17T23:38:00.000,2026-06-18T00:36:43.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,,Street/Sidewalk,11361.0,33-30 209 STREET,209 STREET,33 ROAD,34 AVENUE,33 ROAD,34 AVENUE,ADDRESS,BAYSIDE,209 STREET,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that no criminal violation existed. The condition was corrected without the need to issue a summons or effect an arrest. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). Thank you for your attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-18T00:36:45.000,11 QUEENS,19.0,Precinct 111,4060930020.0,QUEENS,1045130.0,219710.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.76951993360057,-73.78020977667813,POINT (-73.780209776678 40.769519933601)
482,69393638,2026-06-17T23:37:51.000,2026-06-18T01:20:39.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Parked In Front Of Fire Hydrant,Street/Sidewalk,11207.0,9 GRANITE STREET,GRANITE STREET,BROADWAY,BUSHWICK AVENUE,BROADWAY,BUSHWICK AVENUE,ADDRESS,BROOKLYN,GRANITE STREET,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-18T01:20:44.000,04 BROOKLYN,37.0,Precinct 83,3034560001.0,BROOKLYN,1009721.0,187825.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.68217635607406,-73.9081645961971,POINT (-73.908164596197 40.682176356074)
483,69396583,2026-06-17T23:37:43.000,,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,,Street,11201.0,25 JAY STREET,JAY STREET,JOHN STREET,PLYMOUTH STREET,JOHN STREET,PLYMOUTH STREET,ADDRESS,BROOKLYN,JAY STREET,,In Progress,,,,02 BROOKLYN,33.0,Precinct 84,3000200006.0,BROOKLYN,987973.0,195821.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.70415939063695,-73.98657234135864,POINT (-73.986572341359 40.704159390637)
484,69389971,2026-06-17T23:37:16.000,2026-06-18T00:52:09.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,,Street/Sidewalk,10467.0,3361 CRUGER AVENUE,CRUGER AVENUE,BARTHOLDI STREET,MAGENTA STREET,BARTHOLDI STREET,MAGENTA STREET,ADDRESS,BRONX,CRUGER AVENUE,,Closed,,"The New York City Police Department responded to the complaint and observed no criminal violation upon their arrival. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-18T00:52:11.000,12 BRONX,12.0,Precinct 47,2046290025.0,BRONX,1021291.0,257897.0,ONLINE,Unspecified,BRONX,Car,,,,,,,40.87446434168404,-73.86606285121297,POINT (-73.866062851213 40.874464341684)
485,69398989,2026-06-17T23:37:09.000,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,,Street/Sidewalk,11210.0,1134 EAST 42 STREET,EAST 42 STREET,AVENUE J,AVENUE K,AVENUE J,AVENUE K,ADDRESS,BROOKLYN,EAST 42 STREET,,In Progress,,,,18 BROOKLYN,45.0,Precinct 63,3077890043.0,BROOKLYN,1002154.0,167758.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62711538414618,-73.93550059114865,POINT (-73.935500591149 40.627115384146)
486,69398493,2026-06-17T23:36:46.000,2026-06-17T23:56:55.000,NYPD,New York City Police Department,Illegal Fireworks,,,Street/Sidewalk,11104.0,47 AVENUE,47 AVENUE,47 AVENUE,42 STREET,47 AVENUE,42 STREET,INTERSECTION,,,,Closed,,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-17T23:56:58.000,02 QUEENS,26.0,Precinct 108,,QUEENS,1005640.0,209466.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.74158652923551,-73.92280983105051,POINT (-73.922809831051 40.741586529236)
487,69397508,2026-06-17T23:36:45.000,2026-06-18T01:32:04.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,,Street/Sidewalk,10471.0,6375 BROADWAY,BROADWAY,WEST 254 STREET,HENRY HUDSON PKWY ET 23 N SB,WEST 254 STREET,HENRY HUDSON PKWY ET 23 N SB,ADDRESS,BRONX,BROADWAY,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-18T01:32:07.000,08 BRONX,11.0,Precinct 50,2058411944.0,BRONX,1012796.0,267810.0,ONLINE,Unspecified,BRONX,Truck,,,,,,,40.90170395084401,-73.8967377712885,POINT (-73.896737771288 40.901703950844)
488,69391610,2026-06-17T23:36:31.000,2026-06-18T00:25:18.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,,Residential Building/House,11361.0,43-14 212 STREET,212 STREET,43 AVENUE,NORTHERN BOULEVARD,43 AVENUE,NORTHERN BOULEVARD,ADDRESS,BAYSIDE,212 STREET,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that no criminal violation existed. The condition was corrected without the need to issue a summons or effect an arrest. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). Thank you for your attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-18T00:25:21.000,11 QUEENS,19.0,Precinct 111,4062850022.0,QUEENS,1047525.0,216546.0,PHONE,Unspecified,QUEENS,,,,,,,,40.76081878230579,-73.77159312140587,POINT (-73.771593121406 40.760818782306)
489,69390689,2026-06-17T23:36:22.000,,NYPD,New York City Police Department,Noise - Park,Loud Talking,,Park/Playground,11214.0,2122 CROPSEY AVENUE,CROPSEY AVENUE,21 AVENUE,21 LANE,21 AVENUE,21 LANE,ADDRESS,BROOKLYN,CROPSEY AVENUE,,In Progress,,,,11 BROOKLYN,47.0,Precinct 62,,BROOKLYN,984196.0,157286.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.59838999513013,-74.00019445204099,POINT (-74.000194452041 40.59838999513)
490,69399810,2026-06-17T23:36:22.000,2026-06-17T23:56:30.000,NYPD,New York City Police Department,Illegal Fireworks,,,Street/Sidewalk,11104.0,42 STREET,42 STREET,42 STREET,47 AVENUE,42 STREET,47 AVENUE,INTERSECTION,,,,Closed,,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-17T23:56:33.000,02 QUEENS,26.0,Precinct 108,,QUEENS,1005640.0,209466.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.74158652923551,-73.92280983105051,POINT (-73.922809831051 40.741586529236)
491,69393571,2026-06-17T23:36:03.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,11435.0,GLASSBORO AVENUE,GLASSBORO AVENUE,GLASSBORO AVENUE,INWOOD STREET,GLASSBORO AVENUE,INWOOD STREET,INTERSECTION,,,,In Progress,,,,12 QUEENS,28.0,Precinct 103,,QUEENS,1039558.0,190069.0,PHONE,Unspecified,QUEENS,,,,,,,,40.68819946182093,-73.80056948006577,POINT (-73.800569480066 40.688199461821)
492,69397120,2026-06-17T23:35:54.000,2026-06-18T00:21:26.000,NYPD,New York City Police Department,Illegal Fireworks,,,Street/Sidewalk,11104.0,GREENPOINT AVENUE,GREENPOINT AVENUE,GREENPOINT AVENUE,43 STREET,GREENPOINT AVENUE,43 STREET,INTERSECTION,,,,Closed,,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-18T00:21:29.000,02 QUEENS,26.0,Precinct 108,,QUEENS,1005864.0,209213.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.740891562866686,-73.92200229482876,POINT (-73.922002294829 40.740891562867)
493,69390281,2026-06-17T23:35:51.000,2026-06-18T01:25:36.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,,Street/Sidewalk,11213.0,1665 PRESIDENT STREET,PRESIDENT STREET,SCHENECTADY AVENUE,UTICA AVENUE,SCHENECTADY AVENUE,UTICA AVENUE,ADDRESS,BROOKLYN,PRESIDENT STREET,,Closed,,"The New York City Police Department responded to the complaint and observed no criminal violation upon their arrival. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-18T01:25:38.000,09 BROOKLYN,35.0,Precinct 71,3014020057.0,BROOKLYN,1003018.0,182320.0,MOBILE,Unspecified,BROOKLYN,Car,,,,,,,40.66708312467699,-73.93234750495583,POINT (-73.932347504956 40.667083124677)
494,69390156,2026-06-17T23:35:43.000,2026-06-18T00:25:54.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,,Park/Playground,11693.0,16-26 CROSS BAY BOULEVARD,CROSS BAY BOULEVARD,WEST 17 ROAD,WEST 18 ROAD,WEST 17 ROAD,WEST 18 ROAD,ADDRESS,FAR ROCKAWAY,CROSS BAY BOULEVARD,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that no criminal violation existed. The condition was corrected without the need to issue a summons or effect an arrest. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). Thank you for your attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-18T00:25:57.000,14 QUEENS,32.0,Precinct 100,4154810530.0,QUEENS,1034131.0,158229.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.600837962509154,-73.82037361713282,POINT (-73.820373617133 40.600837962509)
495,69391419,2026-06-17T23:35:35.000,2026-06-17T23:57:34.000,NYPD,New York City Police Department,Blocked Driveway,No Access,,Street/Sidewalk,11369.0,92-02 32 AVENUE,32 AVENUE,92 STREET,93 STREET,92 STREET,93 STREET,ADDRESS,EAST ELMHURST,32 AVENUE,,Closed,,The Police Department reviewed your complaint and provided additional information below.,2026-06-17T23:57:37.000,03 QUEENS,21.0,Precinct 115,4014220001.0,QUEENS,1018518.0,215699.0,PHONE,Unspecified,QUEENS,,,,,,,,40.75865400041392,-73.876305234797,POINT (-73.876305234797 40.758654000414)
496,69392905,2026-06-17T23:35:29.000,2026-06-18T00:31:45.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,,Street/Sidewalk,10462.0,1711 COLDEN AVENUE,COLDEN AVENUE,VAN NEST AVENUE,MORRIS PARK AVENUE,VAN NEST AVENUE,MORRIS PARK AVENUE,ADDRESS,BRONX,COLDEN AVENUE,,Closed,,"The New York City Police Department responded to the complaint and observed no criminal violation upon their arrival. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-18T00:31:48.000,11 BRONX,13.0,Precinct 49,2041010120.0,BRONX,1024231.0,247920.0,MOBILE,Unspecified,BRONX,,,,,,,,40.847067690043815,-73.85549159063306,POINT (-73.855491590633 40.847067690044)
497,69392996,2026-06-17T23:35:26.000,2026-06-18T00:59:05.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,,Residential Building/House,10310.0,778 HENDERSON AVENUE,HENDERSON AVENUE,BROADWAY,CHAPPELL STREET,BROADWAY,CHAPPELL STREET,ADDRESS,STATEN ISLAND,HENDERSON AVENUE,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that no criminal violation existed. The condition was corrected without the need to issue a summons or effect an arrest. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). Thank you for your attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-18T00:59:12.000,01 STATEN ISLAND,49.0,Precinct 120,5001960001.0,STATEN ISLAND,951487.0,171331.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.63688001184206,-74.11804645884163,POINT (-74.118046458842 40.636880011842)
498,69393046,2026-06-17T23:35:08.000,2026-06-18T00:24:51.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,,Residential Building/House,11212.0,1028 WINTHROP STREET,WINTHROP STREET,EAST 92 STREET,EAST 93 STREET,EAST 92 STREET,EAST 93 STREET,ADDRESS,BROOKLYN,WINTHROP STREET,,Closed,,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-18T00:24:57.000,17 BROOKLYN,41.0,Precinct 67,,BROOKLYN,1004933.0,179908.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66045845466616,-73.92545195940782,POINT (-73.925451959408 40.660458454666)
499,69391087,2026-06-17T23:35:00.000,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),NM1,,10027.0,600 WEST  133 STREET,WEST  133 STREET,BROADWAY,12 AVE,,,ADDRESS,NEW YORK,,,Open,,,,09 MANHATTAN,7.0,Precinct 26,1019990036.0,MANHATTAN,996310.0,237650.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.8189617801031,-73.9564284372663,POINT (-73.956428437266 40.818961780103)
500,69391649,2026-06-17T23:34:56.000,2026-06-18T00:03:13.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,,Street/Sidewalk,10468.0,2859 CRESTON AVENUE,CRESTON AVENUE,EAST 198 STREET,MINERVA PLACE,EAST 198 STREET,MINERVA PLACE,ADDRESS,BRONX,CRESTON AVENUE,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that no criminal violation existed. The condition was corrected without the need to issue a summons or effect an arrest. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). Thank you for your attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-18T00:03:16.000,07 BRONX,14.0,Precinct 52,2033190020.0,BRONX,1014220.0,256579.0,ONLINE,Unspecified,BRONX,Car,,,,,,,40.870873681190695,-73.89163686044854,POINT (-73.891636860449 40.870873681191)
501,69393581,2026-06-17T23:34:40.000,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,10457.0,1769 EASTBURN AVENUE,EASTBURN AVENUE,CROSS BRONX EXPRESSWAY,EAST 175 STREET,CROSS BRONX EXPRESSWAY,EAST 175 STREET,ADDRESS,BRONX,EASTBURN AVENUE,,In Progress,,,,05 BRONX,14.0,Precinct 46,2027950032.0,BRONX,1009601.0,247544.0,ONLINE,Unspecified,BRONX,,,,,,,,40.8460898046551,-73.90837203077315,POINT (-73.908372030773 40.846089804655)
502,69399877,2026-06-17T23:34:22.000,2026-06-18T01:52:37.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,11378.0,60-15 61 STREET,61 STREET,60 DRIVE,ELIOT AVENUE,60 DRIVE,ELIOT AVENUE,ADDRESS,MASPETH,61 STREET,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that no criminal violation existed. The condition was corrected without the need to issue a summons or effect an arrest. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). Thank you for your attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-18T01:52:44.000,05 QUEENS,30.0,Precinct 104,4027460114.0,QUEENS,1011337.0,199799.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.71503737541221,-73.90228997489969,POINT (-73.9022899749 40.715037375412)
503,69398270,2026-06-17T23:34:21.000,2026-06-18T00:52:35.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,,Street/Sidewalk,10467.0,3363 CRUGER AVENUE,CRUGER AVENUE,BARTHOLDI STREET,MAGENTA STREET,BARTHOLDI STREET,MAGENTA STREET,ADDRESS,BRONX,CRUGER AVENUE,,Closed,,"The New York City Police Department responded to the complaint and observed no criminal violation upon their arrival. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-18T00:52:37.000,12 BRONX,12.0,Precinct 47,2046290024.0,BRONX,1021293.0,257906.0,ONLINE,Unspecified,BRONX,Car,,,,,,,40.87448903549135,-73.86605556963036,POINT (-73.86605556963 40.874489035491)
504,69398040,2026-06-17T23:34:14.000,2026-06-18T01:31:47.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,,Street/Sidewalk,10471.0,6375 BROADWAY,BROADWAY,WEST 254 STREET,HENRY HUDSON PKWY ET 23 N SB,WEST 254 STREET,HENRY HUDSON PKWY ET 23 N SB,ADDRESS,BRONX,BROADWAY,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-18T01:31:51.000,08 BRONX,11.0,Precinct 50,2058411944.0,BRONX,1012796.0,267810.0,ONLINE,Unspecified,BRONX,,,,,,,,40.90170395084401,-73.8967377712885,POINT (-73.896737771288 40.901703950844)
505,69395688,2026-06-17T23:34:12.000,2026-06-18T00:23:10.000,NYPD,New York City Police Department,Blocked Driveway,No Access,,Street/Sidewalk,10458.0,2777 DECATUR AVENUE,DECATUR AVENUE,EAST 197 STREET,EAST 198 STREET,EAST 197 STREET,EAST 198 STREET,ADDRESS,BRONX,DECATUR AVENUE,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-18T00:23:12.000,07 BRONX,15.0,Precinct 52,2032830087.0,BRONX,1015545.0,254965.0,MOBILE,Unspecified,BRONX,,,,,,,,40.86643914874169,-73.88685357404084,POINT (-73.886853574041 40.866439148742)
506,69391957,2026-06-17T23:33:47.000,,NYPD,New York City Police Department,Blocked Driveway,No Access,,Street/Sidewalk,11204.0,2129 72 STREET,72 STREET,21 AVENUE,BAY PARKWAY,21 AVENUE,BAY PARKWAY,ADDRESS,BROOKLYN,72 STREET,,In Progress,,,,11 BROOKLYN,43.0,Precinct 62,3061860066.0,BROOKLYN,987862.0,161797.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.61077103445844,-73.9869909067384,POINT (-73.986990906738 40.610771034458)
507,69400698,2026-06-17T23:33:47.000,,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,,Street/Sidewalk,11356.0,126-01 11 AVENUE,11 AVENUE,126 STREET,127 STREET,126 STREET,127 STREET,ADDRESS,COLLEGE POINT,11 AVENUE,,In Progress,,,,07 QUEENS,19.0,Precinct 109,4039740087.0,QUEENS,1028053.0,226376.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.78791742577897,-73.84181789426778,POINT (-73.841817894268 40.787917425779)
508,69392129,2026-06-17T23:33:37.000,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,11103.0,28 AVENUE,28 AVENUE,28 AVENUE,34 STREET,28 AVENUE,34 STREET,INTERSECTION,,,,In Progress,,,,01 QUEENS,22.0,Precinct 114,,QUEENS,1007049.0,218856.0,PHONE,Unspecified,QUEENS,,,,,,,,40.76735616162132,-73.91769333150725,POINT (-73.917693331507 40.767356161621)
509,69395777,2026-06-17T23:33:18.000,2026-06-17T23:55:42.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,,Club/Bar/Restaurant,10465.0,2918 BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,EAST TREMONT AVENUE,EDISON AVENUE,EAST TREMONT AVENUE,EDISON AVENUE,ADDRESS,BRONX,BRUCKNER BOULEVARD,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that no criminal violation existed. The condition was corrected without the need to issue a summons or effect an arrest. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). Thank you for your attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-17T23:55:45.000,10 BRONX,13.0,Precinct 45,2054190122.0,BRONX,1031969.0,242900.0,ONLINE,Unspecified,BRONX,,,,,,,,40.83325085108711,-73.82755893872277,POINT (-73.827558938723 40.833250851087)
510,69390498,2026-06-17T23:33:09.000,,DOT,Department of Transportation,Street Condition,Pothole,,,11224.0,,,,,NAUTILUS AVENUE,SEA GATE AVENUE,INTERSECTION,BROOKLYN,,,Open,,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,2026-06-17T23:33:09.000,13 BROOKLYN,47.0,Precinct 60,,BROOKLYN,982743.0,149106.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.57593739715264,-74.00542482814201,POINT (-74.005424828142 40.575937397153)
511,69391327,2026-06-17T23:33:09.000,2026-06-18T01:39:22.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,,Street/Sidewalk,10314.0,254 SHERADEN AVENUE,SHERADEN AVENUE,WESTWOOD AVENUE,WARWICK AVENUE,WESTWOOD AVENUE,WARWICK AVENUE,ADDRESS,STATEN ISLAND,SHERADEN AVENUE,,Closed,,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-06-18T01:39:25.000,02 STATEN ISLAND,50.0,Precinct 121,5007880023.0,STATEN ISLAND,945983.0,159679.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.60487567156324,-74.13781152183796,POINT (-74.137811521838 40.604875671563)
